index,comment_time,movie_id,human_label,content
18,2015-09-17 03:13:22,26310515,1,龙格尔真可伶，过气明星为了有口饭吃，什么破剧本烂班子都得接了。哎，可怜啊，本片最大的意义是，让我们认识到不断进步的重要性，逆水行舟，不进则退，时代面前，千万别落到他这一步啊
19,2018-07-03 12:30:52,27003912,1,"谁在偷拍我
全都是骗你的"
20,2017-01-31 22:58:37,1299227,2,三星半。人不能只想自己好就好了/有能力的人要多去帮助别人。自勉。故事看得我有些憋屈…主人公小朋友其实很可爱，但不是我喜爱的性格，有一丢丢嫌弃他太熊。电影里的小细节很能戳人，大鲸鱼、小扁蛇、金水和金水嫂、三代的亲情线都非常暖。特别喜欢教大鲸鱼走路的那一段，充满童稚的美。
21,2017-10-13 01:55:58,26832720,0,为什么要拍这么无聊的片子，说好的搞笑呢
22,2015-06-15 11:10:52,20254365,2,印度电影再一次让我大开眼界，尺度之宽！连宗教仇杀都可以在电影里这么不含蓄的表达，两千年以后，竟然还可以一方烧火车一方拿着砍刀枪支滥杀无辜。前半段像中国合伙人和三傻，三男主合开体育用品店板球俱乐部，伊尚性格嚣张不讨喜但第一男主居然死了。漏洞不少但很好看，和三傻同作者
23,2015-01-16 22:01:56,25746414,2,一星给美术，剩下四星都给杨洋的脸。
24,2016-11-11 12:55:10,26331927,2,百合那妹子好可爱
25,2018-08-22 23:32:59,1296026,2,觉得是中国拍得很好的恐怖片 ，有剧情，有悬疑。看了这片从此非常好感李心洁
26,2012-08-12 04:57:27,2140558,0,要是少一些神神鬼鬼的东西，故事会更believable更吸引人。有些铺垫太过了，导演要舍得剪辑啊。
27,2012-07-25 14:05:43,2090561,1,三星半❤
28,2019-08-18 01:47:47,25713408,0,两星给高圆圆和谢霆锋的颜值......两个人的颜值都是我的菜，但是这个cp感实在是一点也看不出来，bug不少，这个结局也让我觉得emmmm
29,2012-01-15 17:17:22,1299889,1,痴情男女，旷世之恋，一别之后，四十未见，台湾重逢，旧情难圆。饮食男女，纠结之恋，逃离现实，旧情难忘，故地重游，仍不得解。——“偌大一个上海，我们却能相遇，小小一个台北，却硬是碰不到。”
30,2013-12-18 12:25:19,1299481,2,如果你们恰好路过查令十字街84号，请代我献上一吻 我亏欠它良多 查令十字街84号是我今年看过最爱的一本 翻来覆去看了好多遍 电影拍得也很好 完全没有破坏原著 Anthony Hopkins很有原著中弗兰克的形象 Anne Bancroft也很好的诠释了海莲汉芙 最后哭到不行 话说Judi Dench开始真没认出来 那时还是中年人啊
31,2019-08-04 20:52:49,26373154,1,谢谢你的坚持
32,2016-05-27 15:47:53,26438799,0,真的是一部抗日神剧
33,2019-07-08 07:54:41,1301895,2,邊看邊不停截屏。。美到窒息
34,2019-01-08 20:36:21,26334810,0,学生作品吗？也不至于这么没逻辑
35,2019-08-24 00:00:59,24843198,0,。。。
36,2019-09-01 21:23:25,25773932,2,意犹未尽
37,2012-10-08 16:47:45,3418436,2,够变态，我喜欢
38,2017-03-27 16:45:39,21336887,1,明显寄养家庭也是虐死了自己的大女儿，还是女主禽兽父亲主治帮忙隐藏了，只能说三个家庭大人都死的活该。偏文艺风，父母的暴行令人发指。
39,2013-01-16 21:09:42,1308040,0,超级蒙太奇！完全看不懂！
40,2017-09-16 10:05:30,10727042,0,画工一般，故事贼垃圾，我用脚趾头都能猜到结局
41,2016-08-04 02:37:45,26596158,0,听你们说是抄《恐怖游轮》我看啊看发现这片只不过是发生在游轮上的《电锯惊魂》而已，看到结尾才恍然大悟故事的结构是抄《心理游戏》，最后又来了个《幻影车神》，目测编剧也就这点观影量了。其实看到他们刚上船内骚娘们儿勾引展博的时候我就猜到了这是个针对他的局，毕竟除了AV，正常电影哪有这套路。
42,2018-07-12 11:37:44,26590030,1,救命！
43,2007-08-04 22:54:04,1300858,1,秀兰·邓波儿
44,2013-03-17 22:06:34,1767355,1,幼儿园时候看的第一个恐怖片，尼玛吓尿了！！
45,2010-03-08 09:27:07,3033092,1,千万不能自己养树啊
46,2010-12-29 19:48:27,4186098,1,深刻一点儿好，你不犯我，我不犯你。
47,2011-05-07 01:44:14,1293333,0,记住这个sb导演
48,2016-08-05 22:34:16,4063400,2,第三届台湾金马奖作品，浓浓的乡土气息，纯真的人情关系。抛开政治，这部片子和当年的大陆片没区别，台湾的文化和大陆本是同源
49,2012-11-04 17:32:22,2970163,2,如果“超人”真的是超人就好了！
50,2016-04-06 21:27:53,21248460,1,      一般般，无感，黄宗泽扮怪看着怪难受的，叶玉卿和冯淬帆倒是眼前一亮，板长投了多少钱？亏了。
51,2017-12-28 15:42:17,27602185,1,迟迟钟鼓初长夜，耿耿星河欲曙天。路星河活得太让人羡慕了，做事从来不计后果，跟从内心，真的是理想化男主。
52,2012-06-18 12:54:47,1298535,2,那个年代的商业成功片
53,2017-12-31 17:38:41,27608427,2,题材新颖，编剧立意很好，有创新有亮点，让人脑洞大开~
54,2019-03-15 16:38:04,1306531,2,不是彻头彻尾混蛋的混蛋，文人气的黑帮，好看
55,2010-02-14 10:43:59,1298656,1,谣传黑手党让法兰克得了个最佳男配角
56,2012-01-18 14:27:38,1937132,2,居然把昆汀搬出来了。该说这是一部不伦不类的日本杂交精良西部片品种呢，还是该说这是一部彻头彻尾的日式杂交西部片精良品种？总之，好看，精彩，故事给力，张力巨大，想象力丰富。美极了。三池崇史，从来就是两个字，牛逼！
57,2012-02-29 22:21:23,3562758,1,很久以前看的了，标准B级片，有一点儿创意，可是也只有那么一点儿
58,2009-08-28 17:59:59,1984741,2,很不错，尤其是图坦卡蒙的神力..
59,2017-02-06 07:49:23,1959780,2,"很棒！诡异悬疑错乱的气氛！有些地方也很好笑，关于那个junket甜点絮絮叨叨的梗，还有“he's a pervert""...""but he's working for BBC""现在听到笑死"
60,2015-08-07 19:42:48,21661846,1,太抽象了
61,2019-09-01 00:59:39,30198694,2,23333333333333333
62,2011-09-16 07:38:40,2070448,2,儿时在电影院看的，吓得一夜几乎未眠，现在还记得梦魇时的梦境，对于那时，绝对是成功作品。
63,2019-07-23 21:37:14,1455442,1,纯剪辑而已
64,2008-03-12 23:06:45,1427317,1,"现代人感情的脆弱,不是上帝抛弃了我们,而是我们背叛了上帝."
65,2010-08-09 11:38:06,2988506,1,事情朝着不可知论发展…@Portland to Eugene的火车上
66,2016-02-12 19:34:29,1295841,1,冬季青春映画定番！
67,2015-10-27 14:35:29,1297804,2,beautiful
68,2019-02-02 01:35:09,24843623,2,为了李玹雨来的，演技都是没得说，而且是真实事件改编的，看完很感动，不是我们生在和平的年代，而是有人在为我们守护，非常感谢祖国的军人们
69,2009-03-31 19:53:21,1300840,1,"让我想起于佩尔的《母亲，爱情的限度》，不过后者更让人不适，而本片却多了些不食人间烟火的美感。
一点也不喜欢这个译名，还是直译为《月神》比较好，因为月亮是阴性的，可以意指母亲吧。"
70,2010-05-20 23:20:56,1298717,1,冷战电影没几部不可笑的
71,2015-03-13 14:35:32,25700831,0,能不能先把故事讲顺溜了，再谈什么意境啊哲理啊？
72,2019-08-03 05:55:20,1298200,1,她自何处来，还回何处去。
73,2013-03-26 22:55:50,2062919,2,音乐好听，台词很棒，市井而不矫情
74,2019-08-09 16:54:23,1796752,1,神剧。。。小时候直接看蒙了。。。
75,2019-04-24 21:43:32,26944076,2,"是爱了
能有一个不顾一切跟你在一起
能有能力有毅力跟你结婚的人
好幸福
泡芙小姐，真勇敢。"
76,2017-12-15 21:31:25,20644923,1,啊泥里那段。
77,2016-09-03 17:24:16,25766672,1,有钱就是任性吼（主演是伍迪艾伦《好莱坞大结局》那个小翻译啊~）
78,2009-07-19 00:28:14,1296786,1,2009.07.18
79,2017-09-01 15:15:36,27059907,1,逆潮流！?
80,2013-03-20 01:02:30,1388219,1,张柏芝的扮相还成
81,2013-07-01 04:42:00,4139833,2,arashi全盛时期的颜 =口=
82,2013-07-08 18:21:52,4301181,0,还真的很失望，虽然前作不咋地，越搞越差。感觉是前传好吧。1里面已经有反纳米武器了，越打越回去了。
83,2016-02-19 21:23:51,3067770,1,除了胡慧中李赛凤好看这点真没什么好看的。
84,2017-01-21 14:50:56,1940179,2,众生相，与german expressionism相逆的realistic style，有趣
85,2019-02-07 19:28:43,3182495,0,小时候都知道不好看。
86,2016-06-04 13:32:39,26445861,0,蠢的我都无以言表了，这片名上映为什么会有人看呢
87,2018-04-27 17:06:21,26628447,1,看了海报，我靠！卡特琳娜？寒冰？安妮的提伯斯？？？LOL出大电影了？？？哈哈哈哈哈哈哈哈死不瞑目啊……
88,2018-10-16 16:25:10,26577328,2,能让人安然入眠的恐怖片，最厉害的是我睡了一觉起来，剧情还能接上！
89,2013-09-09 13:50:06,10438934,2,背景音乐挺好
90,2019-08-29 21:49:04,1309045,1,这集弱智比较多
91,2013-11-06 21:52:06,2295815,2,各种感动
92,2017-12-18 18:40:25,27168860,1,感谢闺密多年来的不杀之恩
93,2019-06-05 09:31:19,1304406,2,如何展现盲童眼中的世界，导演不只是频繁地使用手的特写以暗示穆罕默德通过触觉感受世界，还刻意突出各种各样的音响，极为高明。清晨，穆罕默德被鸟鸣唤醒，循着声音，镜头切换为空寂的山林，再次切换为弥留之际的奶奶，颇有一种天涯共此时的诗意。
94,2019-07-17 21:24:27,1892134,1,这个脑洞
95,2019-09-01 21:48:37,1306664,1,伟大的朝韩友谊，谁先开枪重要吗？
96,2014-10-03 00:11:32,25904431,0,无甚亮点
97,2019-09-03 11:36:13,1291838,0,我还是更喜欢吉娜
98,2019-05-01 22:24:25,26596361,1,流浪儿
99,2012-03-08 12:18:24,1307970,2,辛酸哎~
100,2016-11-29 11:03:14,1300713,1,美女警探的回旋踢。
101,2019-03-13 19:24:53,1300375,1,表情才是最直观的心理反射，爱一个不爱你的人，沉默也痛~
102,2017-06-06 22:41:36,5951244,1,漫画段子，电脑画得没羞没臊
103,2012-01-08 23:06:36,4090531,0,哎。。烂片
104,2010-05-17 14:48:43,2075337,0,不值得看！桥段差……演技一般……剧情很烂……
105,2014-05-28 17:47:15,2322753,1,不像电影。我开始相信，其实Juliet不漂亮，只不过是Romeo情人眼里出西施=。=
106,2007-11-01 21:20:31,1293449,1,通俗剧
107,2010-03-13 16:10:52,1438337,1,愿永世与共
108,2019-05-23 22:20:23,2364051,1,3.5 怪挺有意思 没啥剧情
109,2011-07-01 00:44:40,3065021,1,福柯曾根據這一事件寫過研究性報告，可惜無緣得見。這部影片像是一份洛麗塔似的自白書，細緻地呈現了事件發生的前後始末，并對於導致事件的原因做了展示，更多的側重於家庭內在的疏離和情感的隔閡，而沒有對更廣闊的社會因素加以分析。整部影片更多表現為一種社會學上的意義，家庭因素對於個體的影響。
110,2007-04-09 01:23:01,1908239,2,"反复响起的背景乐,10分."
111,2011-11-15 01:31:19,3288894,2,大赞一集，冲着加州8号废除同性恋婚姻法案通过，这集gay味道极重，Paul Rudd开始表现一般，后面渐入状态。JT乱入出彩，还拽着Seth唱了两句sexy back。digital shot的同志结婚其实做的蛮感人，去他的8号法案！
112,2018-07-05 20:12:54,1439735,1,在凡尘俗世中坚持自我 一个充满着浪漫主义色彩的电影
113,2017-12-28 12:54:07,25717159,2,不能更赞!
114,2013-11-21 19:01:46,1302362,2,“善良”山贼的邪恶发展史。从樱花开始，到樱花结束。静态镜头唯美如画，略显夸张的舞台表演风格体现出独特的时代氛围。珍爱生命，谨慎择偶。
115,2014-09-21 15:46:11,25870091,2,在百老汇看的全英无字幕版 居然看懂了 最近学的英文看来还是够用了 还要继续学习 怎么说呢 这部是我心中 除了《喜宴》之外 最好的一部同志影片 幽默 有趣 虽然没有惊人错落的情节 却流畅 自然 摄影也不错。
116,2010-03-25 23:27:09,1295527,2,除了开头有点摸不着头脑外，蛮不错的片子。俺就好这口儿。
117,2011-12-23 14:58:55,1305175,2,真诚的作品
118,2019-01-01 02:40:21,27155457,0,什么垃圾。
119,2012-02-17 15:43:03,10442345,2,冒险喜剧 戏中五只好可爱聪明的狗狗的冒险之旅
120,2012-04-23 12:59:58,6536267,0,冲着北爱的伍媚，看了本片。胡兵老了， 但演技还是一样的烂。小莫除了身材，一无是处。至于其它？ 没有其它。。。。。
121,2005-12-10 14:29:27,1310168,2,细腻的镜头 荒诞且戏剧化的情节穿插 歌特式的少年     还是那么不渗杂质的唯美
122,2010-08-07 19:45:36,1309194,2,这算是血腥惊悚的高峰了 
123,2018-03-19 23:18:00,1937116,2,不错 有节奏 
124,2008-12-07 14:23:14,1784747,0,介就是个拿李小龙骗钱的玩意儿。
125,2017-12-30 19:52:07,1297203,1,一个人如果没有正视过自己内心的疯癫与欲望，是无法理解祖拉斯基的。
126,2016-11-28 06:12:21,1415573,0,。。。。。。。作业 我也没有办法
127,2019-05-02 22:46:30,1292718,2,如诗如画，天人合一。摄影、音乐、台词、演员、大河、丛林、自然，非常治愈的nostalgia，这是作为人类与自然之间的隽永灵性。雷德福老爷子做导演也这么棒，完美。Eventually all things merge into one and a river runs through it....I am haunted by waters。皮特亮晶晶的眼神跟浑身散发的自然之子气息很厉害，一种身在尘世却超然出世的永恒。
128,2019-06-24 12:35:21,1295167,2,三兄妹在电影里的名字，都取的演员的本名，游荡在街头的即兴表演，如此被摄影机记录下来的画面与真实有多远？种族问题和身份认同带来的焦虑，流淌在Benny注视着雕塑的瞬间，在Lelia楼梯里预见Tony的那个眼神里，在Hugh被舞女包围的时刻里。生活记录了这个问题，但没有给他们解决这个问题的答案，但在下一次游荡，下一个可以依靠的肩膀和下一场演出之后，他们又为应对这个困窘做了多一点的准备。
129,2018-09-30 22:20:07,4864908,1,权力方为本尊，角色皆是影子。水墨格调的血腥是权谋的颜色，暗柔舞步的扭曲是权争的姿态，八卦阵图的阴阳是权势的符号。电影首尾呼应，自小艾窥视而起，由小艾窥视而终，窥探到的正是一部由人及影，自内到外循环不已的权力戏剧。
130,2019-09-01 17:10:11,1437109,1,所以说，为什么要闲着没事去洞穴里玩
131,2019-01-18 13:07:45,2975908,1,⭐⭐⭐⭐
132,2013-05-18 12:36:59,24381026,2,五星给我的同学李鸣惊希望大家多支持她。电影音乐我很喜欢而且挺有意义的在中央六上映了
133,2018-11-12 22:27:25,30311141,0,导演全家被鲨鱼吃了系列
134,2008-03-19 17:54:35,2357421,2,喜欢玄英
135,2010-05-08 17:14:45,3899297,1,···爱的魔障···
136,2019-03-20 14:39:59,2277409,2,昨日公园很好看
137,2018-07-30 21:23:18,26892272,1,哈哈哈
138,2016-04-09 22:06:14,26012321,0,经典影片翻拍有人称为情怀，然而情怀变了相说就是圈钱，如这电影。翻拍经典的有多少都扑街了然而为什么仍然趋之若鹫？车太贤是自砸招牌么，宋茜的演技不多说，还是国语配音版，excuse me？？女主您还是先磨练下自己演技吧至少也得看到进步啊。宋茜粉丝太可怕，敢情都不能说她演技不好了是吧？
139,2009-04-16 21:00:24,1296272,2,如果能再多一点气韵就好了. 麦当雄的犯罪片真是好
140,2017-08-01 15:37:17,24298371,0,没看上劲
141,2014-05-13 19:29:47,3804629,2,给力啊，带劲。
142,2010-03-13 14:39:32,1783462,0,"2010.3.13 FINISHED

This movie is a waste of my precious time."
143,2015-03-03 17:29:50,2378782,2,80年代的纯爱系~
144,2019-09-07 01:16:41,4830478,0,剧情比上一部还沙雕，女主角打架也没上一部厉害了。
145,2013-04-03 09:21:41,1388176,1,以为是黑帮片，没想到是这么压抑的伦理片，大清早起的……北野武终于如愿以偿了？
146,2011-02-27 15:08:52,3266693,2,亨德尔猫咪假想很有意思，第六条与第七条命太催泪了。
147,2012-04-09 21:15:35,1401245,2,很棒的片子！看過張婉婷的《秋天的童話》同樣非常喜歡
148,2012-05-31 17:17:17,6785085,1,各执一词。没有绝对的真相。不是角度的问题，而是每个人的出发点、利益的问题。
149,2019-08-31 14:38:30,4896894,1,朴赞郁走向国际的一步尝试。
150,2017-10-14 15:51:47,27090211,1,"—— 片尾一劑Placebo, 心顫.「We've all got both light and darkness inside of us. What matters is the part you choose to act on. That's who we really are.」「We are all human, aren't we? And every human life is worth the same, and worth saving.」"
151,2015-08-20 11:18:43,1299870,2,看过96版之后，发现86版在对人物的处理上要好很多，基本上没有96版人物全方面的讨厌劲儿——尤其鬼魂爵士要可爱多了，一个孤僻古怪的老爷子，并没有什么真正的害人心，只是出于悲伤孤独，渴望人间真情而已。故事有心，有些段落还很幽默。总结上是非常合格的全家福电影。
152,2019-01-19 22:58:24,25738580,1,如果你愿意，一切都能重新开始
153,2013-09-09 23:10:57,2330231,2,1988，aamir初出道时的作品，表现已经相当自然有张力。从该剧中新结识一位印度实力女演员juli chawla，纯真、果敢、善良、美丽、执着，表演自然纯朴，让人印象深刻。两人撑起整个电影剧情，颇能感人。
154,2017-08-12 23:39:47,21794463,2,四星全都给原声带..这音乐真的太好听了！
155,2019-06-25 20:22:57,1292784,2,用了一个下午来观看这部电影，就像一股涓涓细流流淌进你的心间，每一帧的画面都像是油画富丽多彩
156,2011-02-05 23:40:39,2368587,2,虽然男猪一出现就奠定了基调以及结局 但仍然还是笑料十足 虽然恶俗的成分不少 但的确让我笑了 而且女主居然赢得了09年 美国青少年观众票选大奖   这意味着米国青少年都喜欢这类型的么？震精！
157,2019-01-09 22:53:34,1294945,1,无论怎样，爱过一个如此绅士的人，值得。
158,2018-07-21 18:15:19,3914547,2,为小警长打call
159,2019-09-04 23:00:00,6887029,2,哇哦！那只猫不错 表情神同步
160,2010-09-25 04:00:18,3557399,2,安静，悠闲。又温暖。只是。在我饿的时候片中出现了吃饭的场次。。。太讨厌了。。。然后我吃完了。片子也完了。。。
161,2013-03-12 22:41:48,1418627,2,舞步美到难以置信。很多歌都言简意赅却直达人心。
162,2016-12-02 00:48:27,1295737,1,啊，这应该是我所看过的讲故事讲得最认真的B级片了吧……
163,2016-04-06 08:55:30,1295533,1,"come with me 
to the sea
of love
"
164,2015-04-07 09:53:37,25704327,2,actually it's a pretty goo movie.
165,2016-01-09 21:06:20,25872968,2,亲身经历……😌主题曲已经听的我欲罢不能了
166,2018-09-05 16:45:15,27109262,1,人类的正义需要AI来伸张，电脑房密室杀人…
167,2011-04-24 01:30:51,1307396,1,有时候看电影会知道其实自己很幸福
168,2007-05-15 14:00:40,1296360,2,2007年5月15日 很不错
169,2018-12-19 00:29:23,11534704,1,绿头苍蝇般存在
170,2013-12-01 10:56:59,22860945,1,诠释圣经
171,2010-04-28 18:48:06,1308577,1,好和风的不丹电影。。。。
172,2019-01-31 16:00:25,1295299,2,高中时期我们语文老师晚自习放映给我们！喜欢！
173,2008-06-14 19:12:53,1983128,1,闭门引发的人性冲突与回归，开门才恍然这其实是黑色幽默。
174,2012-06-22 16:30:39,1293422,2,梁家辉的演技真是令人叹服
175,2019-05-27 00:14:22,1293334,2,背景音乐点睛 类型片里的孤胆人物 不止是道德层面的堕落 而正是在主流之外的边缘主体身上 身份流动不居
176,2012-07-14 13:36:33,10439223,1,倔孩子。空瓶子，好心酸。
177,2013-03-24 11:11:03,1422932,0,"终于翻墙找到下载了,看完了！04年的片子拍得像90年代，烂画面，烂特效，脑残剧情，评分极低！就是这种片了！"
178,2019-08-26 13:24:49,25842340,0,拉出来又吞进去那一幕让我看的反胃恶心，呕
179,2014-11-21 00:36:51,24973419,0,狗逼
180,2013-02-23 23:36:48,4889554,0,冷嘲热讽了这么长时间，竟然也一集不落的看过甚至是恶搞篇，真讽刺。
181,2019-08-31 22:46:56,1307690,2,里面时装表演那一段太牛逼了，搁现在搞不好都会被一锅端了
182,2019-01-03 21:36:07,30388386,2,南天群星实在是太high了
183,2016-08-13 21:12:36,1307797,2,在大雨的午后看完这部电影，窗外的天渐渐暗下来。虽然表现上略有不足，但我能明白它想表达的。打算去补原著了。
184,2014-12-01 23:38:39,1293960,1,有故事的人才能听懂心里的歌
185,2019-02-17 17:40:10,1300217,1,"其实，我心里那个苍白冷峻的瘸腿少年一直是尊的模样。但我相信尊要是演叶开也会非常出色。
小宝你以为你带上胡子就能掩盖你的年轻貌美吗？
路小佳实在是……
最后，其实我想看狄龙的屁股。"
186,2018-09-08 19:51:54,3155961,2,每个人都演的这么好！ost更是超赞
187,2019-01-03 00:05:50,30173676,2,印度核试验的历史，加入谍战元素和家庭冲突，可看性很强，女特工很靚！
188,2011-02-01 19:41:13,3006416,0,不是很喜欢哎，虽然一开始看的很起劲，但是到中间部分就看大不下去了，后面是很努力的看完的。总觉得有点夸张~~不喜欢内小胡子
189,2019-07-15 09:46:18,30216460,0,2.5  主角是一堆成年人，然而不演成人故事，幼稚园级别的“认同与友谊”主题。第三幕崩坏。
190,2018-07-13 16:29:11,26982741,2,还可以
191,2015-09-03 18:19:55,2136180,1,+
192,2010-03-03 19:45:34,3007809,1,圣暴徒！
193,2016-07-11 15:29:31,1294511,1,老片子哈哈
194,2016-05-26 23:39:10,1420083,2,故事内容很感人 但是感觉大部分还是在述说当时那个时代的贫困家庭的孩子一直坚持着自己的理想、守望着自己的幸福的过程..
195,2013-02-19 13:28:12,20268745,1,竟然是印度的！！！雷死我了！！
196,2017-05-26 14:08:43,1300892,1,文明与荒蛮，本能与欲望
197,2017-06-22 22:39:24,1300050,2,仿佛一部歌剧，又似一出舞台剧。人物场景简单，剧情人性复杂，镜头语言丰富，经典！
198,2019-06-23 16:48:53,3024838,2,德普很适合演这种片子
199,2010-10-26 21:10:03,4300528,1,肉质鲜美
200,2009-08-16 13:58:39,1456774,2,轻松恢谐的国产剧，还是要支持国产的
201,2019-03-05 15:43:16,7051805,1,华金：老妹你这辈子走过的最长的路就是我给你下的套路。
202,2009-12-22 17:02:25,3999737,0,现在的导演怎么都把观众当猴耍呢。其实就算剧本再烂，最起码做导演的也要有个清晰的思路。至少把故事讲好一点。不过如花扮的郭敬明 好雷丫。
203,2019-06-07 17:37:44,33393269,2,《花儿与歌声》是一部以关爱留守儿童为主题的电影，电影内容真实的反应出了现代社会的一个突出现象，我们在快节奏的现代生活中，即要为生活而奔走，又要为留守在家的儿童和老人担心，拍摄这部电影的目的是让我们更多的人去关心帮助留守儿童，关心帮助留守老人，在党和国家的关怀与支持下，国家加大了对农村的优惠福利政策，我们广大的农村会发展得更好，我们的农村生活会越来越好，留守儿童，留守老人，会越来越少，👍👍👍👍👏👏👏👏
204,2015-08-03 01:20:01,21336887,2,群灭熊孩子的能力太赞了。
205,2018-01-22 20:48:51,26800978,0,叙事节奏太慢
206,2009-05-19 03:41:35,1419547,1,娱乐精神
207,2019-08-24 20:58:41,26744597,0,第一次给一星！特效是由韩国团队操刀的，总体还是不错的，而且有些特效场景的确挺美的。但是剧本和演技真的超级尴尬，本来抱着侥幸的心理看看，结果是真烂。。。
208,2016-08-17 04:07:51,26417956,1,用一个半小时在酝酿如何甩了一个自己不喜欢的人还得让他记得自己的好，同时又要说服自己这么做很正确良心上过得去。
209,2013-02-22 15:48:49,20378849,1,二黄二黄！！
210,2019-04-15 11:11:17,1301221,2,像一杯淡茶，前大半部分淡淡的没什么特别，尾声却余味悠然。比利怀尔德的片子喜欢结局反转，这个也是伪反转啊！
211,2019-03-04 22:00:59,10777781,0,脑残烂片，整部电影就是男主跑跑跑，警察追追追，反派追追追，儿子跟跟跟。不知什么原因，看着这个儿子就不爽。
212,2019-09-05 22:18:55,4202302,1,你好 再见
213,2014-10-02 21:58:27,11626996,2,看到北村就硬了...
214,2010-09-02 00:11:15,1781992,2,隐忍碰到乖戾 内心却都渴望真实的活着，这一点，是相通的，演员气质很贴合角色
215,2015-09-21 14:52:23,25778488,1,傻女侦探。新瓶装旧酒的小鸡电影。
216,2018-01-28 08:07:41,27624756,0,"和逐梦演艺圈的艺术价值有得一拼
这男主也太恶心了-_-|| 完完全全的个人英雄主义 没内容。。。。"
217,2018-05-04 23:33:06,26420932,2,畫面很大器！節奏劇情都不錯！編劇腦洞大開很有新意
218,2012-08-09 11:44:25,3988887,1,HILARY DUFF是全世界最做作傻逼的actress plus singer不打折我发誓
219,2010-10-12 23:45:18,1870681,0,比快乐的大脚差远了
220,2012-06-12 15:06:12,1307164,1,战争片扣一星。啊我的希斯啊啊啊啊啊啊啊啊啊啊~~~~~~~
221,2016-08-11 12:07:42,2064780,1,就有一个僵尸，还是个傻逼
222,2008-01-22 11:01:33,1481499,2,完美的画面，史诗一样的语言，坚强的心，忠诚的爱情，没有理由不喜欢的一部电影。
223,2006-05-10 17:49:09,1462631,1,"活在这世上,何苦活的那么累,不如好好享受"
224,2019-09-03 16:26:03,2149806,2,逝去并不是终结，而是超越，走向下一程。至亲的生离死别，每个人终将会经历，被留下的人是很痛苦的，不想死的话，就吃，吃的话，好吃的让人为难才行。直面死亡，是对在生最大的感悟，愿每个人在旅程的最后都被温柔对待，满怀敬畏，虔诚地永别。 
225,2018-07-18 10:17:25,26746946,2,这片比之前看的那部他拍的建筑电影好看多了，不论是谈论内容、拍摄编排都蛮有意思的……看来可以再看下他的其他片子试试？ 7.6分★★★★
226,2016-12-22 17:27:54,26879523,1,无聊还是可以瞅一瞅的 肉体还是不错的
227,2019-05-05 11:01:24,26822127,2,"本来想给3，看分偏低就给4吧，可能是我最喜欢的那类恐怖片，没有jump scare，表现的是复杂的召唤仪式，""在厨房画个圈就能召唤也未免太随便了""，顺便风光宜人，(剧透:)虽说结尾的大天使还是不出现实体比较好，但我还是蛮喜欢这个巨大化形象的！银白色的眼睛和整体的显形都很惊喜。另外除了结尾出现的恶魔略可笑，其他都很好。"
228,2018-06-28 13:46:00,3014430,1,这是08年的电影？！
229,2017-12-06 10:55:36,1917820,1,0
230,2018-09-22 23:20:00,26608448,1,"我该怎么说呢，我知道也许这个电影设定有不少bug,但还没有到让人破口大骂外加差评刷分的程度。事实上只要你不去深究电影还是可以的，并没有预想中的廉价、老套感，特别是影片的现实意义也不容小觑，为了这个我从来没有在网上发过露脸的自拍，前置摄像头也一直是贴起来的。PS：我无法理解为何有的人要说好评的人是SB，别人打的分关你屁事，不要把自己的意愿强加于人"
